 : 1
half-heartedly : 3
half-held : 1
half-hibernate : 1
half-hidden : 6
half-holiday : 1
half-hooded : 1
half-hour : 49
half-hours : 1
half-humorous : 1
half-hypnotic : 1
half-imagined : 1
half-in : 1
half-incapacitated : 1
half-inflated : 1
half-invented : 1
half-ironically : 1
half-joking : 2
half-jokingly : 1
half-jumped : 1
half-killed : 1
half-knew : 1
half-knowledge : 1
half-landing : 7
half-laughing : 1
half-learnt : 1
half-length : 2
half-life : 10
half-light : 5
half-lives : 3
half-look : 1
half-lying : 1
half-man : 3
half-marathons : 4
half-mast : 4
half-meanings : 1
half-measures : 1
half-memory : 1
half-mile : 14
half-mile-long : 1
half-minute : 1
half-moon : 4
half-muttered : 1
half-naked : 1
half-nude : 1
half-open : 4
half-out : 1
half-overheard : 1
half-owned : 1
half-pace : 1
half-page : 1
half-paralysed : 2
half-past : 8
half-philosophical : 1
half-pillars : 1
half-pint : 3
half-pints : 1
half-pissed : 1
half-plucked : 1
half-poet : 1
half-point : 8
half-poisoned : 1
half-power : 1
half-price : 4
half-promise : 1
half-ran : 1
half-realises : 1
half-recruit : 1
half-refuelled : 1
half-released : 1
half-remembered : 2
half-replying : 1
half-respected : 1
half-ripe : 2
half-room : 1
half-saint : 1
half-sang : 1
half-sat : 2
half-scandalized : 1
half-secret : 1
half-serious : 1
half-share : 6
half-sheep : 1
half-sheet : 3
half-shut : 1
half-sideways : 1
half-simulated : 1
half-sister : 8
half-sitting : 1
half-size : 1
half-sleep : 1
half-slumped : 1
half-smile : 3
half-smiled : 3
half-smiles : 1
half-smiling : 2
half-smoked : 2
half-smothered : 1
half-sovereign : 3
half-speed : 1
half-split : 1
half-spoken : 1
half-standards : 2
half-starved : 1
half-suffocated : 1
half-sung : 1
half-tamed : 1
half-ten : 1
half-term : 3
half-thinking : 1
half-three : 1
half-tiled : 1
half-timbered : 13
half-timbering : 2
half-time : 85
half-tone : 1
half-tracks : 1
half-trained : 2
half-truth : 3
half-truthfully : 1
half-truths : 2
half-turned : 6
half-used : 1
half-volleyed : 1
half-volunteer : 1
half-wake : 1
half-walk : 1
half-wave : 1
half-way : 73
half-wayline : 1
half-whisper : 1
half-whore : 1
half-window : 1
half-witted : 1
half-wittingly : 1
half-woman : 1
half-year : 12
half-yearly : 2
half-years : 1
halfasleep : 1
halfbelieve : 1
halfbred : 1
halfbreds : 1
halfhearted : 2
halfmast : 2
halfpenny : 5
halftruth : 1
halfway : 108
halfwit : 2
halibut : 3
halides : 3
halitosis : 1
hall : 493
hall-of-mirrors : 1
hall-stool : 1
hallmark : 25
hallmarked : 3
hallmarking : 1
hallmarks : 20
hallo : 1
hallow : 1
hallowed : 24
halls : 73
hallstand : 1
hallucinate : 1
hallucinating : 4
hallucination : 7
hallucinations : 3
hallucinatory : 5
hallucinogen : 2
hallucinogenic : 5
hallway : 44
hallways : 4
halo : 13
halo-spots : 1
halobacteria : 1
halobacterium : 2
halocarbons : 1
haloed : 4
haloes : 2
halogen : 7
halogenation : 1
halogens : 1
halons : 11
halos : 1
halt : 178
halted : 67
halter : 7
halter-tops : 1
haltered : 1
halterneck : 1
halting : 20
halts : 8
halve : 21
halved : 74
halves : 42
halving : 15
halyard : 5
halyards : 3
ham : 132
ham-actor : 1
ham-fisted : 1
hamadrayas : 2
hamadryas : 10
hambone : 1
hamburger : 20
hamburgers : 17
hamfisted : 1
hamisch : 1
hamlet : 30
hamlets : 4
hammer : 125
hammer-and-saw : 1
hammered : 46
hammerers : 1
hammerhead : 1
hammering : 36
hammerings : 1
hammers : 9
hammily : 1
hamming : 4
hammock : 3
hammocks : 4
hammy : 2
hamper : 19
hampered : 42
hampering : 4
hampers : 5
hams : 27
hamster-like : 1
hamstone : 3
hamstring : 44
hamstrings : 2
hamstrung : 5
han : 1
hanan : 1
hand : 2688
hand-applied : 1
hand-bag : 1
hand-blown : 2
hand-brake : 1
hand-built : 3
hand-carved : 3
hand-clap : 2
hand-clapping : 1
hand-claps : 2
hand-coloured : 2
hand-crafted : 3
hand-delivered : 1
hand-drawn : 1
hand-drier : 1
hand-driers : 1
hand-drill : 1
hand-drum : 1
hand-dyed : 2
hand-finished : 1
hand-glazed : 1
hand-grenade : 2
hand-grip : 1
hand-guns : 1
hand-held : 11
hand-holding : 1
hand-in-glove : 1
hand-in-hand : 7
hand-knitted : 3
hand-made : 10
hand-maid : 1
hand-maimed : 1
hand-me-down : 3
hand-me-downs : 2
hand-mixed : 1
hand-off : 1
hand-operated : 2
hand-out : 11
hand-outs : 4
hand-over : 4
hand-painted : 6
hand-picked : 8
hand-pollinated : 1
hand-printed : 2
hand-pumped : 1
hand-reared : 1
hand-roll : 1
hand-sewing : 1
hand-shaking : 1
hand-signalling : 1
hand-sized : 1
hand-speed : 1
hand-throttle : 1
hand-thrown : 1
hand-tinted : 1
hand-to-mouth : 3
hand-tooled : 1
hand-towels : 1
hand-traverse : 1
hand-typed : 1
hand-wringing : 2
hand-written : 5
hand-wrote : 1
hand/ : 1
handbag : 60
handbagging : 1
handbags : 14
handball : 1
handbasket : 1
handbell : 1
handbendable : 1
handbills : 3
handbook : 24
handbooks : 6
handbrake : 7
handbuilt : 1
handclasp : 3
handcrafted : 1
handcuff : 1
handcuffed : 8
handcuffs : 14
handed : 334
handedly : 1
handedness : 6
handfork : 1
handful : 208
handfuls : 11
handgrip : 2
handgrips : 1
handgun : 3
handguns : 2
handheld : 1
handhold : 4
handholds : 1
handicap : 116
handicapped : 83
handicapper : 8
handicappers : 1
handicapping : 6
handicaps : 23
handicraft : 1
handicrafts : 5
handier : 1
handily : 1
handing : 102
handiwork : 11
handkerchief : 80
handkerchiefs : 8
handknitted : 1
handle : 344
handle-bar : 1
handle/gut : 1
handlebar : 2
handlebars : 7
handled : 141
handler : 19
handlers : 12
handles : 90
handliners : 1
handling : 345
handlings : 1
handlooms : 1
handmade : 16
handmaid : 2
handmaiden : 2
handmaidens : 1
handmaids : 1
handmarbled : 1
handmill : 1
handout : 3
handouts : 5
handover : 15
handpainted : 1
handprint : 1
handprints : 1
handpump : 1
handpumps : 1
handrail : 6
handrails : 4
hands : 1655
hands-off : 8
hands-on : 12
hands.PHOTOGRAPHS : 1
hands/ : 1
handset : 2
handsets : 2
handsewn : 1
handshake : 16
handshakes : 4
handshaking : 1
handshakings : 1
handsome : 157
handsomely : 22
handsomely-tooled : 1
handsomeness : 1
handsomest : 1
handsprings : 1
handstand : 1
handstands : 2
handwash : 1
handwheel : 3
handwoven : 2
handwringing : 1
handwriting : 37
handwritten : 19
handy : 73
handyman : 3
hang : 221
hang-glider : 2
hang-gliding : 3
hang-out : 1
hang-over : 1
hang-up : 6
hang-ups : 9
hangar : 11
hangared : 1
hangars : 5
hangdog : 4
hanged : 32
hanger : 7
hanger-on : 3
hangers : 4
hangers-on : 3
hangin' : 1
hanging : 325
hanging-space : 1
hangings : 4
hangman : 4
hangout : 3
hangover : 22
hangovers : 5
hangs : 70
hangups : 1
hangwoman : 2
hank : 3
hanked : 1
hanker : 5
hankered : 4
hankering : 10
hankers : 4
hankie : 3
hankies : 1
hanky : 13
hanky-panky : 1
hansom : 1
hantle : 1
hap : 1
hap-hazard : 1
haphazard : 27
haphazardly : 8
hapily : 1
hapless : 34
haplochromine : 2
haplochromines : 6
happen : 674
happened : 1028
happenin' : 1
happening : 314
happenings : 13
happens : 434
happier : 89
happiest : 35
happily : 157
happily-with : 1
happiness : 154
happinesses : 1
happy : 1010
happy-everafter : 1
happy-go-luckiness : 1
happy-go-lucky : 3
hara-kiri : 1
harangue : 3
harangued : 1
harangues : 1
haranguing : 3
harass : 10
harassed : 34
harasses : 1
harassing : 7
harassment : 51
harbinger : 4
harbingers : 4
harbour : 153
harbour-wall : 1
harboured : 12
harbouring : 7
harbours : 19
harbourside : 3
hard : 2295
hard(e)st : 1
hard-Left : 4
hard-assed : 1
hard-backed : 1
hard-bitten : 5
hard-boiled : 11
hard-chasing : 1
hard-class : 1
hard-copy : 1
hard-core : 5
hard-court : 1
hard-covered : 1
hard-currency : 9
hard-done-by : 1
hard-drinking : 3
hard-driving : 3
hard-earned : 10
hard-ecu : 1
hard-edged : 6
hard-eyed : 1
hard-faced : 1
hard-fought : 12
hard-fruit : 1
hard-going : 1
hard-hat : 1
hard-headed : 9
hard-headedness : 2
hard-hearted : 2
hard-heartedness : 1
hard-hit : 7
hard-hitting : 4
hard-left : 7
hard-line : 19
hard-liner : 1
hard-liners : 4
hard-lobbied : 1
hard-luck : 3
hard-man : 3
hard-nosed : 9
hard-nut : 1
hard-packed : 1
hard-pressed : 33
hard-riding : 1
hard-right : 1
hard-rock : 2
hard-sell : 2
hard-selling : 1
hard-sliding : 1
hard-smoking : 1
hard-soled : 1
hard-swearing : 1
hard-tackling : 1
hard-to-achieve : 1
hard-to-defeat : 1
hard-to-get : 1
hard-to-let : 1
hard-to-prove : 1
hard-to-reach : 1
hard-to-sell : 1
hard-top : 8
hard-up : 7
hard-wearing : 7
hard-won : 13
hard-worked : 1
hard-worker : 1
hard-working : 17
hardback : 20
hardbacks : 4
hardboard : 17
hardboards : 1
hardbound : 2
hardcore : 28
hardcourt : 2
harden : 17
hardened : 53
hardener : 6
hardening : 26
hardens : 5
harder : 308
harder-fired : 1
hardest : 89
hardest-hit : 3
hardfaced : 1
hardhitting : 1
hardier : 7
hardiest : 4
hardiness : 5
hardknocks : 1
hardline : 38
hardliner : 5
hardliners : 43
hardly : 970
hardness : 19
hardnut : 1
hardpressed : 1
hardship : 59
hardships : 17
hardtack : 1
hardtop : 3
hardware : 69
hardware-development : 1
hardwearing : 5
hardwood : 32
hardwoods : 7
hardworking : 6
hardy : 52
hardy-hybrid : 1
hardy-looking : 1
hare : 32
hare-brained : 1
hare-lip : 1
harebell : 1
harebells : 3
hared : 2
harem : 57
harem-forming : 1
harems : 35
hares : 12
haricot : 2
haring : 4
hark : 6
harked : 3
harking : 3
harks : 6
harlequin : 4
harlequinade : 1
harlot : 2
harlots : 1
harm : 316
harm-doer : 1
harmed : 12
harmful : 68
harmfulness : 1
harming : 9
harmless : 63
harmlessly : 8
harmlessness : 1
harmonic : 13
harmonica : 8
harmonica-playing : 1
harmonics : 6
harmonies : 3
harmonious : 17
harmoniously : 5
harmonisation : 19
harmonise : 7
harmonised : 2
harmonising : 7
harmonium : 4
harmonization : 1
harmonize : 2
harmonized : 4
harmonizer : 1
harmonizing : 2
harmony : 105
harms : 5
harness : 41
harnessed : 17
harnesses : 4
harnessing : 7
harp : 12
harpagophytum : 1
harpies : 1
harpiness : 1
harping : 2
harpist : 1
harpoon : 10
harpooned : 8
harpooning : 1
harpoons : 2
harps : 1
harpsichord : 3
harpy : 3
harrassment : 2
harridan : 2
harridans : 1
harried : 8
harrier : 2
harriers : 1
harrow : 4
harrowed : 1
harrowing : 6
harrowingly : 1
harrt : 1
harrumphing : 2
harry : 4
harrying : 3
harsh : 146
harsh-sounding : 1
harsher : 19
harshest : 9
harshly : 21
harshly-clipped : 1
harshly-suppressed : 1
harshness : 16
hart : 1
harvest : 141
harvestable : 1
harvested : 34
harvester : 8
harvesters : 1
harvesting : 23
harvests : 11
harzianopyridone : 1
harzianum : 1
has : 29057
has-been : 5
has-beens : 5
hash : 11
hashes : 1
hashish : 11
haslet : 2
hassle : 36
hassled : 2
hassles : 2
hast : 9
haste : 35
hasten : 19
hastened : 21
hastening : 3
hastens : 3
hastily : 75
hastily-arranged : 3
hastily-assembled : 1
hastily-written : 1
hasty : 47
hat : 310
hat' : 1
hat-boxes : 1
hat-pin : 1
hat-stand : 1
hat-stands : 1
hat-trick : 51
hat-tricks : 2
hatao : 1
hatband : 2
hatch : 36
hatchback : 26
hatchbacks : 4
hatched : 18
hatcheries : 7
hatches : 10
hatchet : 6
hatchetman : 1
hatchets : 1
hatching : 12
hatchlings : 1
hate : 211
hate-campaigns : 1
hate-figure : 1
hate-filled : 2
hate-theme : 1
hated : 168
hateful : 16
hatefully : 1
hates : 39
hath : 35
hating : 16
hatless : 2
hatred : 99
hatreds : 7
hats : 106
hatstands : 1
hatted : 2
hatter : 3
haud : 1
hauf : 1
haughtily : 4
haughtiness : 1
haughty : 12
haul : 90
haulage : 20
hauled : 103
hauliers : 5
hauling : 51
haulm : 1
haulms : 3
hauls : 15
haun : 1
haunch : 3
haunches : 8
haunt : 44
haunted : 67
haunted-house : 1
haunter : 1
haunting : 31
hauntingly : 7
haunts : 38
haut : 1
hautboys : 1
haute : 18
haute-couture : 1
hauteur : 3
hav : 1
hav'na : 1
have : 40385
have-a-go : 1
have-gun-will-travel : 1
have-nots : 3
haveagreed : 1
haven : 42
havens : 13
haversack : 3
haves : 2
havin' : 2
having : 2746
havna : 2
havna' : 1
havoc : 38
hawed : 1
hawfinch : 1
hawing : 1
hawk : 16
hawk-like : 1
hawked : 2
hawker : 1
hawkers : 2
hawking : 2
hawkish : 3
hawks : 12
haws : 6
hawthorn : 9
hawthorns : 5
hay : 103
hay-loft : 2
hay-making : 1
hay-zy : 1
haycocks : 2
hayfield : 1
hayfields : 1
haymaking : 1
haymarket : 1
haymeadows : 1
hays : 2
haysaving : 1
haystacks : 3
haytime : 1
haywire : 1
hazard : 84
hazarded : 2
hazardous : 71
hazards : 61
haze : 21
hazed : 1
hazel : 25
hazel-eyed : 1
hazelnut : 5
hazelnuts : 2
hazels : 2
haziest : 1
hazily : 3
hazy : 20
hb : 1
hdhead18,80,2 : 1
he : 44155
he-goat : 1
he-in-us : 1
he-man : 6
he-men : 1
he/she : 4
head : 2967
head-butted : 1
head-butting : 2
head-butts : 1
head-cases : 1
head-count : 3
head-dress : 3
head-dresses : 2
head-faked : 1
head-first : 2
head-height : 2
head-high : 1
head-hunt : 1
head-hunters : 1
head-hunting : 8
head-keeper : 1
head-kicking : 1
head-lamp : 1
head-lice : 2
head-lolling : 1
head-of-state : 1
head-office : 6
head-on : 30
head-over-heels : 1
head-planting : 1
head-room : 1
head-scarf : 1
head-scarves : 1
head-scratching : 2
head-shaking : 1
head-spinning : 1
head-start : 1
head-tax : 1
head-teacher : 2
head-to-head : 3
head-to-toe : 1
head-turner : 1
head-turning : 1
head-up : 1
headache : 70
headaches : 24
headaches. : 1
headage : 4
headband : 1
headbands : 4
headboard : 3
headboards : 1
headbutted : 1
headcode : 1
headcount : 1
headdress : 1
headdresses : 1
headed : 308
header : 74
headers : 7
headfirst : 3
headgear : 10
headhunt : 1
headhunted : 2
headhunter : 1
headhunters : 5
headier : 1
headily : 1
heading : 206
headings : 20
headlamp : 3
headlamps : 12
headland : 25
headlands : 8
headless : 5
headlice : 1
headlight : 1
headlights : 18
headline : 76
headline-catching : 1
headline-grabber : 1
headline-grabbing : 2
headline-hitting : 1
headline-hunters : 1
headline-writers : 2
headlined : 13
headliner : 1
headlines : 87
headlining : 3
headlong : 27
headman : 8
headmaster : 78
headmasterly : 1
headmasters : 8
headmen : 17
headmistress : 9
headmistresses : 2
headmistressy : 1
headon : 2
headphone : 1
headphones : 6
headquarter : 1
headquartered : 2
headquarters : 312
headresses : 1
headrest : 1
headroom : 26
headrope : 1
heads : 528
headsPHOTOGRAPHS : 1
headscarf : 9
headscarved : 1
headscarves : 10
headset : 5
headsets : 1
headshields : 1
headship : 4
headsman : 1
headstall : 5
headstone : 7
headstones : 7
headstrong : 3
headteacher : 8
headteachers : 7
headwaters : 4
headway : 25
headwind : 1
headwinds : 2
headwork : 1
headwraps : 1
heady : 46
heal : 32
healable : 1
healed : 27
healer : 8
healers : 3
healing : 78
heals : 4
health : 1565
health-authority : 2
health-care : 10
health-conscious : 2
health-food : 3
health-giving : 1
health-insurance : 1
health-obsessed : 1
health-promoting : 1
health-related : 7
health-restoring : 1
health-service : 4
healthRoger : 1
healthcare : 11
healthier : 46
healthier-looking : 1
healthiest : 10
healthily : 10
healthly : 1
healthy : 345
healthy-looking : 1
heap : 62
heaped : 21
heapes : 1
heaping : 6
heaps : 24
hear : 1001
hear' : 1
hear-shaped : 1
hearby : 1
heard : 1496
hearde : 1
heardst : 1
hearer : 3
hearers : 15
hearing : 391
hearing-aid : 1
hearing-impaired : 1
hearings : 78
hearken : 1
hears : 47
hearsay : 9
hearse : 10
hearses : 1
heart : 1231
heart-and-soul : 1
heart-breaking : 4
heart-broken : 2
heart-failure : 1
heart-flutterings : 1
heart-lifting : 1
heart-lung : 2
heart-melting : 1
heart-rate : 2
heart-rending : 8
heart-schmaltzy : 1
heart-searching : 3
heart-shaped : 13
heart-stopping : 6
heart-stoppingly : 1
heart-throb : 2
heart-throbs : 1
heart-to-heart : 1
heart-warming : 1
heart-wrenching : 1
heartache : 7
heartaches : 1
heartbeat : 20
heartbeats : 3
heartbreak : 9
heartbreaker : 2
heartbreaking : 6
heartbreaks : 1
heartbroken : 3
hearted : 7
hearten : 1
heartened : 11
heartening : 12
hearteningly : 1
heartfelt : 15
hearth : 19
hearthrug : 3
hearths : 2
heartier : 1
hearties : 2
heartiest : 1
heartily : 15
heartiness : 2
heartland : 32
heartlands : 4
heartless : 20
heartlessly : 1
hearts : 150
hearts-and-minds : 1
hearts-ease : 1
heartstopping : 1
heartwarming : 2
heartwood : 6
heartwrenching : 1
hearty : 23
heat : 502
heat-and- : 1
heat-efficient : 1
heat-light : 1
heat-loss : 1
heat-metered : 1
heat-proof : 1
heat-recovery : 1
heat-resistant : 2
heat-resisting : 1
heat-searching : 1
heat-seeking : 3
heat-sensing : 1
heat-sensitive : 1
heat-stroke : 1
heat-treating : 1
heate : 1
heated : 144
heatedly : 3
heater : 22
heater/demister : 1
heaters : 15
heath : 17
heath-grass : 1
heathen : 14
heathenism : 1
heathens : 4
heather : 43
heather-clad : 1
heather-dominant : 1
heather/ : 1
heathers : 5
heathery : 1
heathland : 7
heaths : 12
heating : 191
heating/cooling : 1
heats : 17
heatwave : 5
heav'n : 3
heave : 14
heave-ho : 1
heaved : 33
heaven : 195
heaven-haven : 1
heaven-on-earth : 1
heaven-sent : 3
heaven-touched : 1
heavenly : 40
heavens : 41
heavenward : 1
heavenwards : 5
heaves : 2
heavier : 84
heavier-than-expected : 1
heavies : 6
heaviest : 30
heavily : 408
heavily-armed : 2
heavily-booked : 1
heavily-built : 2
heavily-fortified : 1
heavily-grassed : 1
heavily-indebted : 1
heavily-laden : 3
heavily-subsidised : 1
heavily-used : 3
heaviness : 2
heaving : 30
heavy : 891
heavy-billed : 1
heavy-bottomed : 1
heavy-duty : 6
heavy-gauge : 1
heavy-handed : 22
heavy-hitting : 1
heavy-legged : 1
heavy-lift : 1
heavy-metal : 3
heavy-neutrino : 1
heavy-tar : 1
heavy-weight : 2
heavyduty : 1
heavyhanded : 1
heavyland : 1
heavyweight : 72
heavyweights : 16
hebes : 1
heck : 9
heckle : 3
heckled : 10
heckler : 8
heckler-in-chief : 1
hecklers : 5
heckles : 4
heckling : 9
hectare : 16
hectares : 31
hectic : 40
hectic-stricken : 1
hectically : 1
hectolitres : 5
hector : 1
hectored : 2
hectoring : 8
hederaceus : 2
hederifolum : 1
hedge : 109
hedge-bottom : 1
hedge-cutter : 1
hedge-cutting : 1
hedge-laying : 1
hedge-row : 1
hedge-surrounded : 1
hedge-tops : 1
hedge-trimmer : 1
hedged : 16
hedgehog : 27
hedgehog-related : 1
hedgehogs : 28
hedgerow : 30
hedgerows : 21
hedges : 70
hedging : 17
hedonism : 9
hedonist : 2
hedonistic : 7
hee : 8
hee-ma : 1
heed : 38
heeded : 13
heeding : 4
heedless : 6
heedlessly : 3
heedlessness : 1
heeds : 2
heel : 56
heel-tapping : 1
heelcaps : 1
heeled : 7
heels : 105
heem : 2
heer : 1
heftier : 2
hefting : 1
hefty : 54
hegemonial : 4
hegemonic : 2
hegemonies : 1
hegemonists : 1
hegemony : 31
hegley : 1
heid : 2
heifer : 20
heifers : 5
heigh : 1
heighened : 1
height : 352
height(s) : 1
heighten : 15
heightened : 49
heightening : 3
heightens : 2
heights : 76
heinous : 19
heinousness : 3
heir : 67
heir-apparent : 5
heirarchy : 1
heiress : 13
heirloom : 1
heirlooms : 1
heirs : 43
heist : 1
held : 2147
heldentenor : 1
heldge : 1
helenium : 1
heli : 1
heli- : 1
helianthemums : 2
helibore : 2
heliborne : 2
helical : 3
helically-coiled : 2
helices : 5
helicoplacoids : 1
helicopter : 85
helicopter-borne : 3
helicoptered : 1
helicoptering : 3
helicopters : 49
helideck : 1
heliotrope : 6
helipad : 1
helipcoter : 1
heliports : 1
helium : 13
heliumfilled : 1
helix : 29
helixes : 1
hell : 255
hell' : 1
hell-bent : 5
hell-broth : 1
hell-cat : 1
hell-fire : 4
hell-hole : 2
hell-raiser : 1
hell-raising : 1
hellbent : 2
hellcat : 1
hellebore : 2
hellebores : 4
hellfire : 2
hellholes : 1
hellish : 11
hellishly : 1
hello : 23
hello' : 1
hello-and-goodbyes : 1
hellos : 1
hellraiser : 1
hells : 1
hellthpawn : 1
helluva : 2
helm : 38
helmet : 86
helmeted : 4
helmets : 26
helming : 1
helms : 1
helmsman : 15
helmsmanship : 2
helmsmen : 2
helocopter : 1
helot : 1
help : 3025
help' : 1
help-line : 1
helped : 895
helper : 13
helpers : 34
helpful : 186
helpfully : 13
helpfulness : 2
helping : 428
helpings : 8
helpless : 74
helplessly : 28
helplessness : 15
helpline : 13
helplines : 3
helps : 272
helter-skelter : 3
helter-skelters : 1
helves : 1
hem : 7
hematolymphangioma : 1
hemichordates : 1
hemisphere : 39
hemispheres : 10
hemispheric : 1
hemispherical : 3
hemisuccinate : 1
hemline : 4
hemlines : 4
hemlock : 3
hemmed : 13
hemmed-in : 2
hemming : 2
hemp : 15
hems : 1
hen : 50
hen-coops : 1
hen-food : 2
hen-house : 11
hen-party : 1
